id,value
id_85,-44.7358672068076
id_86,-355.93883411822617
id_87,-46.815007525997316
id_88,-336.36500999207533
id_89,-640.5144349929799
id_90,-701.1930926048954
id_91,884.075057639008
id_92,-271.82678482968686
id_93,-769.4817428595397
id_94,230.0663545960665
id_95,-119.47820123713541
id_96,809.29093051259
id_97,-725.3108851184409
id_98,260.13321097600124
id_99,327.8480579540932
id_100,520.8315147045662
id_101,76.5765498988485
id_102,-624.7541163336803
id_103,-454.8479887459655
id_104,319.7876947539992
id_105,-449.80739431703296
id_106,121.88803657364701
id_107,52.120697496431546
id_108,-177.06797712788256
id_109,656.9239921736489
id_110,245.70997219577725
id_111,592.8662295248154
id_112,710.5575164882496
id_113,538.0402320561417
id_114,-1123.201795833741
id_115,-48.54580318680985
id_116,-31.183518576840697
id_117,424.5334274357271
id_118,-990.0293695443852
id_119,265.31485256796293
id_120,523.8592795516238
id_121,-322.7427025561981
id_122,-438.31417651552636
id_123,321.86069405037796
id_124,-382.57142259679546
id_125,289.38994283774423
id_126,725.6539631961155
id_127,-84.87972938242524
id_128,-383.65644553893526
id_129,-2364.22540020234
id_130,541.827610089807
id_131,-807.4124252787351
id_132,-547.9864570610764
id_133,327.03894029252956
id_134,-971.1075295028875
id_135,28.99580407571011
id_136,-496.9464983690616
id_137,-822.2457092867912
id_138,730.4512295320499
id_139,814.9001149808307
id_140,184.9481240902096
id_141,615.525140632592
id_142,163.9935453516157
id_143,-907.0862407953268
id_144,355.13478704603176
id_145,-1086.9624493851659
id_146,-33.17938605821473
id_147,-1372.6426183611625
id_148,21.84574790715783
id_149,-20.342121043444422
id_150,-126.95359530269786
id_151,408.34829750190596
id_152,50.77962253450664
id_153,-255.50089266574867
id_154,-258.02799271116965
id_155,-55.476159739181185
id_156,155.57889562164632
id_157,436.277519916413
id_158,-378.20232737419065
id_159,217.98111788998472
id_160,180.471351619136
id_161,-91.88647069912031
id_162,499.213841188677
id_163,-72.05296973095892
id_164,483.54869034588364
id_165,-638.6128975584895
id_166,333.61175378415874
id_167,-141.3006502293111
id_168,-150.18150793045788
id_169,-392.4215662531463
id_170,41.77726448396561
id_171,-670.3098294821459
id_172,209.65226606366878
id_173,8.261488541934
id_174,627.3429618273594
id_175,727.6554347087203
id_176,-876.2521495278083
id_177,-353.41238705858444
id_178,-632.018257104502
id_179,-951.734923338085
id_180,607.3494544487885
id_181,67.55150474135962
id_182,1754.5892073346963
id_183,346.64838922408086
id_184,61.980202360600856
id_185,885.7221964383402
id_186,288.7351974221832
id_187,907.5686897483199
id_188,197.83066245573207
id_189,221.77372459832986
id_190,342.46208956105977
id_191,-1241.6817571664278
id_192,-162.93188912319238
id_193,43.46692773916402
id_194,-43.010674584696744
id_195,-1056.0627242046971
id_196,142.92137085750346
id_197,-127.05360725393945
id_198,482.0597906115695
id_199,204.52039657093883
id_200,239.97371998170883
id_201,-1515.8705818987844
id_202,1458.3568493512296
id_203,537.9751500686575
id_204,110.67300885476021
id_205,96.14617049973435
id_206,-579.0034789649169
id_207,-425.72366434052265
id_208,-378.60717610690835
id_209,135.86827226343962
id_210,176.52569360804364
id_211,149.01133546069042
id_212,728.5454235494233
id_213,-221.11650066772518
id_214,30.11442754598886
id_215,263.8133793980146
id_216,1792.902090329896
id_217,418.3365047094653
id_218,186.37190964183333
id_219,563.0425780505138
id_220,170.15092208041733
id_221,-528.4116143519545
id_222,-60.809596499056624
id_223,709.9272803921673
id_224,-406.74356120757216
id_225,432.4496209338836
id_226,612.1432278271922
id_227,486.8301294856508
id_228,-784.5973306594531
id_229,1885.3103361512863
id_230,213.0456020961724
id_231,261.6490482658515
id_232,113.22955443996125
id_233,630.6891503793572
id_234,22.820373429487574
id_235,395.56211500151903
id_236,972.488680456238
id_237,66.8241645759395
id_238,-1317.5022227681147
id_239,411.43832481392405
